id,title,url,artistUrl,artistName,artistId,completitionYear,width,image,height,movement,file_path
57728a69edc2cb388010fbd3,Woman and Baby Wearing Green Gloves,,joshua-johnson,Joshua Johnson,57726e02edc2cb3880b55dba,1810.0,424,https://uploads7.wikiart.org/images/joshua-johnson/woman-and-baby-wearing-green-gloves-1810.jpg,528,naive_art,downloaded_images_wikiart\naive_art\57728a69edc2cb388010fbd3.jpg
57728a69edc2cb388010fbe3,Young Lady on a Red Sofa,,joshua-johnson,Joshua Johnson,57726e02edc2cb3880b55dba,1810.0,438,https://uploads5.wikiart.org/images/joshua-johnson/young-lady-on-a-red-sofa-1810.jpg,528,naive_art,downloaded_images_wikiart\naive_art\57728a69edc2cb388010fbe3.jpg
57726edcedc2cb3880b89f42,A Lion Devouring its Prey,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1905.0,585,https://uploads7.wikiart.org/images/henri-rousseau/a-lion-devouring-its-prey-1905.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edcedc2cb3880b89f42.jpg
57726edcedc2cb3880b89f54,A View of the Ile Saint Louis from Port Saint Nicolas Evening,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1888.0,720,https://uploads2.wikiart.org/images/henri-rousseau/a-view-of-the-ile-saint-louis-from-port-saint-nicolas-evening.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edcedc2cb3880b89f54.jpg
57726edcedc2cb3880b89f64,Alleyway in the Park of Saint Cloud,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1908.0,463,https://uploads8.wikiart.org/images/henri-rousseau/alleyway-in-the-park-of-saint-cloud-1908.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edcedc2cb3880b89f64.jpg
57726eddedc2cb3880b89f74,Apes in the Orange Grove,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,750,https://uploads1.wikiart.org/images/henri-rousseau/apes-in-the-orange-grove.jpg!Large.jpg,581,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89f74.jpg
57726eddedc2cb3880b89f84,Avenue de l'Observatoire,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1898.0,424,https://uploads6.wikiart.org/images/henri-rousseau/avenue-de-l-observatoire-1898.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89f84.jpg
57726eddedc2cb3880b89f94,Bathing at Alfortville,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1904.0,713,https://uploads8.wikiart.org/images/henri-rousseau/bathing-at-alfortville.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89f94.jpg
57726eddedc2cb3880b89fa4,Bouquet of Flowers,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1909.0,482,https://uploads0.wikiart.org/images/henri-rousseau/bouquet-of-flowers-1909.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89fa4.jpg
57726eddedc2cb3880b89fb4,Bouquet of Flowers,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,503,https://uploads0.wikiart.org/images/henri-rousseau/bouquet-of-flowers-1910.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89fb4.jpg
57726eddedc2cb3880b89fc4,Bouquet of Flowers,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,444,https://uploads2.wikiart.org/images/henri-rousseau/bouquet-of-flowers-1910-1.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89fc4.jpg
57726eddedc2cb3880b89fd4,Bouquet of Flowers with an Ivy Branch,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1909.0,429,https://uploads1.wikiart.org/images/henri-rousseau/bouquet-of-flowers-with-an-ivy-branch-1909.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89fd4.jpg
57726eddedc2cb3880b89fe4,Boy on the Rocks,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1895.0,497,https://uploads7.wikiart.org/images/henri-rousseau/boy-on-the-rocks-1895.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89fe4.jpg
57726eddedc2cb3880b89ff4,Carnival Evening,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1886.0,456,https://uploads3.wikiart.org/00142/images/57726d7eedc2cb3880b47df9/henri-julien-f-lix-rousseau-french-carnival-evening-google-art-project.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b89ff4.jpg
57726eddedc2cb3880b8a004,Centennial of Independence,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1892.0,750,https://uploads8.wikiart.org/images/henri-rousseau/centennial-of-independence-1892.jpg!Large.jpg,541,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a004.jpg
57726eddedc2cb3880b8a014,Child with a Puppet,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1903.0,437,https://uploads5.wikiart.org/images/henri-rousseau/child-with-a-puppet.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a014.jpg
57726eddedc2cb3880b8a024,Cliffs,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1897.0,750,https://uploads1.wikiart.org/images/henri-rousseau/cliffs.jpg!Large.jpg,479,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a024.jpg
57726eddedc2cb3880b8a034,Corner of the Plateau of Bellevue,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1902.0,482,https://uploads6.wikiart.org/images/henri-rousseau/corner-of-the-plateau-of-bellevue-1902.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a034.jpg
57726eddedc2cb3880b8a044,Eve,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1907.0,448,https://uploads3.wikiart.org/images/henri-rousseau/eve-1907.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a044.jpg
57726eddedc2cb3880b8a054,Exotic Landscape,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1908.0,455,https://uploads7.wikiart.org/images/henri-rousseau/exotic-landscape-1908.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a054.jpg
57726eddedc2cb3880b8a064,Exotic Landscape,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,681,https://uploads7.wikiart.org/images/henri-rousseau/exotic-landscape-1910.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a064.jpg
57726eddedc2cb3880b8a074,Family Fishing,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1895.0,743,https://uploads5.wikiart.org/images/henri-rousseau/family-fishing-1895.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a074.jpg
57726eddedc2cb3880b8a084,Footbridge at Passy,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1895.0,696,https://uploads1.wikiart.org/images/henri-rousseau/footbridge-at-passy-1895.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a084.jpg
57726eddedc2cb3880b8a094,House on the Outskirts of Paris,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1902.0,750,https://uploads4.wikiart.org/images/henri-rousseau/house-on-the-outskirts-of-paris-1902.jpg!Large.jpg,542,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a094.jpg
57726eddedc2cb3880b8a0a4,In the Fields,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,750,https://uploads4.wikiart.org/images/henri-rousseau/in-the-fields-1910.jpg!Large.jpg,588,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0a4.jpg
57726eddedc2cb3880b8a0b4,Jaguar Attacking a Horse,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,702,https://uploads6.wikiart.org/images/henri-rousseau/jaguar-attacking-a-horse-1910.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0b4.jpg
57726eddedc2cb3880b8a0c4,Jungle with Lion,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,746,https://uploads7.wikiart.org/images/henri-rousseau/jungle-with-lion-1910.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0c4.jpg
57726eddedc2cb3880b8a0d4,Ile de la Cite,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1900.0,750,https://uploads7.wikiart.org/images/henri-rousseau/l-ile-de-la-cite-1900.jpg!Large.jpg,473,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0d4.jpg
57726eddedc2cb3880b8a0e4,Landscape,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1886.0,379,https://uploads0.wikiart.org/images/henri-rousseau/landscape-1886.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0e4.jpg
57726eddedc2cb3880b8a0f4,Landscape in Montsouris Park with Five Figures,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,450,https://uploads1.wikiart.org/images/henri-rousseau/landscape-in-montsouris-park-with-five-figures-1910.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a0f4.jpg
57726eddedc2cb3880b8a104,Landscape on the Banks of the Bievre at Becetre,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1909.0,498,https://uploads2.wikiart.org/images/henri-rousseau/landscape-on-the-banks-of-the-bievre-at-becetre-1909.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a104.jpg
57726eddedc2cb3880b8a114,Landscape with Bridge,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1877.0,750,https://uploads3.wikiart.org/images/henri-rousseau/landscape-with-bridge-1877.jpg!Large.jpg,580,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a114.jpg
57726eddedc2cb3880b8a124,Landscape with Factory,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1906.0,744,https://uploads4.wikiart.org/images/henri-rousseau/landscape-with-factory-1906.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726eddedc2cb3880b8a124.jpg
57726edeedc2cb3880b8a134,Landscape with Farmer,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1896.0,750,https://uploads3.wikiart.org/images/henri-rousseau/landscape-with-farmer-1896.jpg!Large.jpg,508,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a134.jpg
57726edeedc2cb3880b8a144,Landscape with Monkeys,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1908.0,449,https://uploads7.wikiart.org/images/henri-rousseau/landscape-with-monkeys.jpg,540,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a144.jpg
57726edeedc2cb3880b8a154,Liberty Inviting Artists to Take Part in the 22nd Exhibition of the Society of Independent Artists,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1906.0,385,https://uploads0.wikiart.org/images/henri-rousseau/liberty-inviting-artists-to-take-part-in-the-22nd-exhibition-of-the-society-of-independent-1906.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a154.jpg
57726edeedc2cb3880b8a164,Mandrill in the Jungle,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1909.0,370,https://uploads3.wikiart.org/images/henri-rousseau/mandrill-in-the-jungle-1909.jpg,480,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a164.jpg
57726edeedc2cb3880b8a174,Marshal des Logis Frumence Biche of the 35th Artillery,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1893.0,466,https://uploads4.wikiart.org/images/henri-rousseau/marshal-des-logis-frumence-biche-of-the-35th-artillery.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a174.jpg
57726edeedc2cb3880b8a184,Black Man Attacked by a Jaguar,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1910.0,750,https://uploads8.wikiart.org/images/henri-rousseau/negro-attacked-by-a-jaguar-1910.jpg!Large.jpg,562,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a184.jpg
57726edeedc2cb3880b8a194,Henri Rousseau as Orchestra Conductor,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,,361,https://uploads5.wikiart.org/images/henri-rousseau/not_detected_191327.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a194.jpg
57726edeedc2cb3880b8a1aa,Still Life with Exotic Fruit,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1908.0,723,https://uploads5.wikiart.org/images/henri-rousseau/not_detected_191329.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a1aa.jpg
57726edeedc2cb3880b8a211,Landscape with Cow,,henri-rousseau,Henri Rousseau,57726d7eedc2cb3880b47df9,1886.0,724,https://uploads5.wikiart.org/images/henri-rousseau/not_detected_191345.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\57726edeedc2cb3880b8a211.jpg
577289dbedc2cb38800f1ffb,Andrew Jackson,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1835.0,545,https://uploads3.wikiart.org/images/edward-hicks/andrew-jackson-1835.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f1ffb.jpg
577289dbedc2cb38800f200d,Falls of Niagara,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1826.0,713,https://uploads5.wikiart.org/images/edward-hicks/falls-of-niagara-1826.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f200d.jpg
577289dbedc2cb38800f201d,George Washington with His Army Crossing the Delaware,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1848.0,750,https://uploads6.wikiart.org/images/edward-hicks/george-washington-with-his-army-crossing-the-delaware-1848.jpg!Large.jpg,570,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f201d.jpg
577289dbedc2cb38800f202d,Grave of William Penn at Jordans in England,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1847.0,707,https://uploads5.wikiart.org/images/edward-hicks/grave-of-william-penn-at-jordans-in-england-1847.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f202d.jpg
577289dbedc2cb38800f203d,Grave of William Penn at Jordans in England,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1847.0,750,https://uploads7.wikiart.org/images/edward-hicks/grave-of-william-penn-at-jordans-in-england-1847-1.jpg!Large.jpg,594,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f203d.jpg
577289dbedc2cb38800f204d,Grave of William Penn at Jordans in England,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1848.0,750,https://uploads5.wikiart.org/images/edward-hicks/grave-of-william-penn-at-jordans-in-england-1848.jpg!Large.jpg,589,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f204d.jpg
577289dbedc2cb38800f205d,The Cornell Farm,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1848.0,750,https://uploads5.wikiart.org/images/edward-hicks/the-cornell-farm-1848.jpg!Large.jpg,553,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f205d.jpg
577289dbedc2cb38800f206d,"The Declaration of Independence, July 4, 1776",,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1845.0,750,https://uploads5.wikiart.org/images/edward-hicks/the-declaration-of-independence-july-4-1776-1845.jpg!Large.jpg,573,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f206d.jpg
577289dbedc2cb38800f207d,The Declaration of Indepenence,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1845.0,679,https://uploads1.wikiart.org/images/edward-hicks/the-declaration-of-indepenence-1845.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f207d.jpg
577289dbedc2cb38800f208d,The Falls of Niagara,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1825.0,721,https://uploads0.wikiart.org/images/edward-hicks/the-falls-of-niagara-1825.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f208d.jpg
577289dbedc2cb38800f209d,The Grave of William Penn,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1847.0,750,https://uploads5.wikiart.org/images/edward-hicks/the-grave-of-william-penn-1847.jpg!Large.jpg,561,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f209d.jpg
577289dbedc2cb38800f20ad,The Grave of William Penn,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1857.0,750,https://uploads5.wikiart.org/images/edward-hicks/the-grave-of-william-penn-1857.jpg!Large.jpg,562,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20ad.jpg
577289dbedc2cb38800f20bd,A May Morning View of the Farm and Stock of David Leedon,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1849.0,746,https://uploads0.wikiart.org/images/edward-hicks/a-may-morning-view-of-the-farm-and-stock-of-david-leedon-1849.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20bd.jpg
577289dbedc2cb38800f20cd,An Indian Summer View of the Farm & Stock of James C. Cornell,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1848.0,750,https://uploads2.wikiart.org/images/edward-hicks/an-indian-summer-view-of-the-farm-stock-of-james-c-cornell-1848.jpg!Large.jpg,555,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20cd.jpg
577289dbedc2cb38800f20dd,Landscape,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1849.0,735,https://uploads7.wikiart.org/images/edward-hicks/landscape-1849.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20dd.jpg
577289dbedc2cb38800f20ed,Noah's Ark,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1846.0,696,https://uploads8.wikiart.org/images/edward-hicks/noah-s-ark-1846.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20ed.jpg
577289dbedc2cb38800f20fd,Peaceable Kingdom,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1830.0,750,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1830.jpg!Large.jpg,563,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f20fd.jpg
577289dbedc2cb38800f210d,Peaceable Kingdom,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1830.0,750,https://uploads8.wikiart.org/images/edward-hicks/peaceable-kingdom-1830-1.jpg!Large.jpg,562,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f210d.jpg
577289dbedc2cb38800f211d,Peaceable Kingdom,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1847.0,750,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1847.jpg!Large.jpg,569,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f211d.jpg
577289dbedc2cb38800f212d,Peaceable Kingdom,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1825.0,727,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1825.jpg!Large.jpg,600,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f212d.jpg
577289dbedc2cb38800f213d,Peaceable Kingdom,,edward-hicks,Edward Hicks,57726dffedc2cb3880b557a5,1828.0,750,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1828.jpg!Large.jpg,576,naive_art,downloaded_images_wikiart\naive_art\577289dbedc2cb38800f213d.jpg
