movement,file_path
naive_art,resized_imgs_curated\577289dbedc2cb38800f212d.jpg
naive_art,resized_imgs_curated\577289dbedc2cb38800f213d.jpg
naive_art,resized_imgs_curated\577289dbedc2cb38800f214d.jpg
naive_art,resized_imgs_curated\577289dbedc2cb38800f215d.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f216d.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2180.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2190.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21a0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21b0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21c0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21d0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21e0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f21f0.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2200.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2210.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2220.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2230.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2240.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2250.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2260.jpg
naive_art,resized_imgs_curated\577289dcedc2cb38800f2270.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2a81.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2a93.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2aa3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2ab3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2ac3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2ad3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2ae3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2af3.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b06.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b16.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b26.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b36.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b46.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b56.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b66.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b79.jpg
naive_art,resized_imgs_curated\577289e1edc2cb38800f2b89.jpg
naive_art,resized_imgs_curated\577289e2edc2cb38800f2b99.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc28e.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2a0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2b0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2c0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2d0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2e0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc2f0.jpg
naive_art,resized_imgs_curated\5772896aedc2cb38800dc300.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc313.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc323.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc333.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc343.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc353.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc363.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc373.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc383.jpg
naive_art,resized_imgs_curated\5772896bedc2cb38800dc393.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3a3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3b3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3c3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3d3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3e3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc3f3.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc41b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc42b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc43b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc44b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc45b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc46b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc47b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc48b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc49b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4ab.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4bb.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4cb.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4db.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4eb.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc4fb.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc50b.jpg
naive_art,resized_imgs_curated\5772896cedc2cb38800dc51b.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa15f.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa174.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa184.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa197.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa1e9.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa1f9.jpg
naive_art,resized_imgs_curated\57727942edc2cb3880daa21b.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa267.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa277.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa287.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa2b8.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa304.jpg
naive_art,resized_imgs_curated\57727943edc2cb3880daa31a.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa36c.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa37c.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa38c.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa39f.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa3af.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa3bf.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa3cf.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa3df.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa3ef.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa402.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa412.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa425.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa438.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa44b.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa45e.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa46e.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa481.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa494.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa4a7.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa4ba.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa4cd.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa4dd.jpg
naive_art,resized_imgs_curated\57727944edc2cb3880daa4ed.jpg
naive_art,resized_imgs_curated\57727945edc2cb3880daa4fd.jpg
naive_art,resized_imgs_curated\57727945edc2cb3880daa50d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bbdb.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bbed.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bbfd.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc0d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc1d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc2d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc3d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc4d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc5d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc6d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc7d.jpg
naive_art,resized_imgs_curated\577285adedc2cb388001bc8d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bc9d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bcad.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bcbd.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bccd.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bcdd.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bced.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bcfd.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd0d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd1d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd2d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd3d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd4d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd5d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd6d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd7d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd8d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bd9d.jpg
naive_art,resized_imgs_curated\577285aeedc2cb388001bdad.jpg
naive_art,resized_imgs_curated\577285abedc2cb388001b957.jpg
naive_art,resized_imgs_curated\577285abedc2cb388001b969.jpg
naive_art,resized_imgs_curated\577285abedc2cb388001b979.jpg
naive_art,resized_imgs_curated\577285abedc2cb388001b989.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b999.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9a9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9b9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9c9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9d9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9e9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001b9f9.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001ba09.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001ba19.jpg
naive_art,resized_imgs_curated\577285acedc2cb388001ba29.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5aed.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5aff.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b0f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b1f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b2f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b3f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b4f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b5f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b6f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b7f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b8f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5b9f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5baf.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5bbf.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5bcf.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5bdf.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5bef.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5bff.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c0f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c1f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c2f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c3f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c4f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c5f.jpg
baroque,resized_imgs_curated\5772848cedc2cb3880fe5c6f.jpg
baroque,resized_imgs_curated\5772848dedc2cb3880fe5c7f.jpg
baroque,resized_imgs_curated\5772848dedc2cb3880fe5c8f.jpg
baroque,resized_imgs_curated\6098941e9e43633e14f30739.jpg
baroque,resized_imgs_curated\57727e7fedc2cb3880eb0804.jpg
baroque,resized_imgs_curated\57727e7fedc2cb3880eb0816.jpg
baroque,resized_imgs_curated\57727e7fedc2cb3880eb0826.jpg
baroque,resized_imgs_curated\57727e7fedc2cb3880eb0836.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0846.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0856.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0866.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0876.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0886.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0896.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08a6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08b6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08c6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08d6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08e6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb08f6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0906.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0916.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0926.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0936.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0946.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0956.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0966.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0976.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0986.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb0996.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb09a6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb09b6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb09c6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb09d6.jpg
baroque,resized_imgs_curated\57727e80edc2cb3880eb09e6.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb09f6.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a06.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a16.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a26.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a36.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a46.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a56.jpg
baroque,resized_imgs_curated\57727e81edc2cb3880eb0a76.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d138cc.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d138de.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d138ee.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1390e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1391e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1392e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1393e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1394e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1395e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1396e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1397e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d1398e.jpg
baroque,downloaded_images_wikiart\baroque\57727652edc2cb3880d1399e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139ae.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139be.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139ce.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139de.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139ee.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d139fe.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d13a0e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d13a1e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d13a2e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d13a3e.jpg
baroque,resized_imgs_curated\57727652edc2cb3880d13a4e.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13a70.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13ab6.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b00.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b10.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b20.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b30.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b40.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b50.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b60.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b70.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13b80.jpg
baroque,resized_imgs_curated\57727653edc2cb3880d13ba0.jpg
baroque,resized_imgs_curated\57727654edc2cb3880d13bb0.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdeda5.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdedb7.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdedc7.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdedd7.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdede7.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdedf7.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdee07.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdee17.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdee27.jpg
baroque,resized_imgs_curated\5772847bedc2cb3880fdee37.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee47.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee57.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee67.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee77.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee87.jpg
baroque,resized_imgs_curated\5772847cedc2cb3880fdee97.jpg
baroque,resized_imgs_curated\5f71f8f3edc2cdbc48e3303b.jpg
baroque,resized_imgs_curated\5f71f8f5edc2cdbc48e33702.jpg
baroque,resized_imgs_curated\5f71f99bedc2cdbc48e857fd.jpg
baroque,resized_imgs_curated\5f71f99cedc2cdbc48e861c8.jpg
baroque,resized_imgs_curated\5f71f99dedc2cdbc48e86552.jpg
baroque,resized_imgs_curated\5f71f99eedc2cdbc48e86c7d.jpg
baroque,resized_imgs_curated\5f71f9a0edc2cdbc48e87730.jpg
baroque,resized_imgs_curated\5f71f9a0edc2cdbc48e8784d.jpg
baroque,resized_imgs_curated\5f71f9a1edc2cdbc48e88235.jpg
baroque,resized_imgs_curated\5f71f9a3edc2cdbc48e892da.jpg
baroque,resized_imgs_curated\5f71f9a5edc2cdbc48e8a37b.jpg
baroque,resized_imgs_curated\5f71f9a6edc2cdbc48e8a919.jpg
baroque,resized_imgs_curated\5f71f9a7edc2cdbc48e8bc2f.jpg
baroque,resized_imgs_curated\5f71f9a9edc2cdbc48e8d349.jpg
baroque,resized_imgs_curated\5f71f9abedc2cdbc48e8db93.jpg
baroque,resized_imgs_curated\5f71f9abedc2cdbc48e8dfde.jpg
baroque,resized_imgs_curated\5f71f9acedc2cdbc48e8e157.jpg
baroque,resized_imgs_curated\5f71f9adedc2cdbc48e8f0d2.jpg
baroque,resized_imgs_curated\5f71f9aeedc2cdbc48e8f69f.jpg
baroque,resized_imgs_curated\5f71f9afedc2cdbc48e9029f.jpg
baroque,resized_imgs_curated\5f71f9b1edc2cdbc48e9120e.jpg
baroque,resized_imgs_curated\5f71f9b3edc2cdbc48e92827.jpg
baroque,resized_imgs_curated\5f7204b7edc2cdbc4839d088.jpg
baroque,resized_imgs_curated\5f7204b9edc2cdbc4839d9eb.jpg
baroque,resized_imgs_curated\5f7204bcedc2cdbc4839e960.jpg
baroque,resized_imgs_curated\5f7204beedc2cdbc4839fe33.jpg
baroque,resized_imgs_curated\5f7204c0edc2cdbc483a0b67.jpg
baroque,resized_imgs_curated\5f7204c2edc2cdbc483a1f3a.jpg
baroque,resized_imgs_curated\5f720867edc2cdbc4856a43f.jpg
baroque,resized_imgs_curated\5f720869edc2cdbc4856abad.jpg
baroque,resized_imgs_curated\5f72086bedc2cdbc4856b8c2.jpg
baroque,resized_imgs_curated\62080c299e4363077cc29b80.jpg
baroque,resized_imgs_curated\62080c679e4363077cc49ae0.jpg
baroque,resized_imgs_curated\62080c8f9e4363077cc5c0b7.jpg
baroque,resized_imgs_curated\62080cbf9e4363077cc75cfd.jpg
baroque,resized_imgs_curated\62080cda9e4363077cc875b8.jpg
baroque,resized_imgs_curated\62080cf79e4363077cc9a1a7.jpg
baroque,resized_imgs_curated\62080d2a9e4363077ccbb08c.jpg
baroque,resized_imgs_curated\62080d419e4363077ccc9320.jpg
